10000 0.000085 
20000 0.000061 
30000 0.000217 
40000 0.000322 
50000 0.000487 
60000 0.000120 
70000 0.000211 
80000 0.000617 
90000 0.000252 
100000 0.000558 
110000 0.000530 
120000 0.000762 
130000 0.000478 
140000 0.000743 
150000 0.001443 
160000 0.001479 
170000 0.001112 
180000 0.001301 
190000 0.000271 
200000 0.001221 
